DQHH,TJSD,DPZS,LJZS,ZTJL,DPNJ
552.0,35.81777777777778,0.9699999999999999,3.67,19694.107777777775,1948.8133333333333
552.0,36.11222222222222,0.9699999999999999,3.671111111111111,19754.102222222216,1991.4311111111112
552.0,36.37,0.9688888888888888,3.664444444444444,19811.67666666666,2044.3544444444447
552.0,36.62777777777777,0.9699999999999999,3.6688888888888886,19867.002222222214,2096.481111111111
552.0,36.84888888888889,0.9688888888888886,3.6699999999999995,19918.465555555547,2149.178888888889
552.0,37.07,0.9677777777777773,3.664444444444444,19968.585555555546,2203.943333333333
552.0,37.07,0.9688888888888884,3.665555555555555,20016.85999999999,2247.977777777777
552.0,37.10666666666666,0.9677777777777773,3.6688888888888886,20068.214444444435,2281.957777777777
552.0,36.99666666666666,0.966666666666666,3.6755555555555555,20120.974444444433,2327.204444444444
552.0,36.92333333333333,0.9655555555555547,3.678888888888889,20172.82888888888,2367.457777777777
552.0,36.738888888888894,0.9644444444444434,3.672222222222222,20225.063333333324,2411.8666666666663
552.0,36.702222222222225,0.9633333333333322,3.6755555555555555,20281.806666666656,2443.0399999999995
552.0,36.628888888888895,0.9611111111111098,3.6744444444444437,20338.74666666666,2466.6955555555555
552.0,36.51777777777778,0.9599999999999985,3.6766666666666654,20396.90777777777,2487.822222222222
552.0,36.59111111111112,0.9577777777777763,3.6811111111111097,20455.472222222215,2519.8
552.0,36.553333333333335,0.9555555555555539,3.6766666666666654,20517.287777777772,2562.7811111111114
552.0,36.66444444444445,0.9555555555555537,3.672222222222221,20574.142222222217,2595.272222222223
552.0,36.848888888888894,0.9544444444444424,3.674444444444443,20627.39,2624.276666666667
552.0,36.96000000000001,0.9533333333333311,3.6711111111111094,20678.51222222222,2664.8055555555566
552.0,37.07111111111112,0.9522222222222199,3.6755555555555537,20730.146666666664,2707.4400000000005
552.0,37.10777777777779,0.9511111111111086,3.678888888888887,20779.704444444444,2754.495555555556
552.0,37.03444444444446,0.9499999999999973,3.674444444444443,20827.75888888889,2803.3677777777784
552.0,37.03444444444446,0.9499999999999973,3.6755555555555537,20873.871111111115,2851.394444444445
552.0,36.924444444444454,0.9499999999999973,3.6766666666666645,20924.455555555556,2894.804444444445
552.0,36.924444444444454,0.9499999999999973,3.6822222222222205,20974.20888888889,2931.8877777777784
552.0,36.77666666666668,0.9499999999999973,3.6855555555555544,21028.44666666667,2980.1377777777784
552.0,36.59222222222223,0.9511111111111086,3.6766666666666654,21084.690000000002,3027.6222222222227
552.0,36.44444444444446,0.9533333333333309,3.6766666666666654,21148.71777777778,3070.778888888889
552.0,36.22333333333334,0.9511111111111088,3.6811111111111097,21211.828888888893,3100.4633333333336
552.0,36.00222222222223,0.9477777777777755,3.692222222222221,21266.433333333334,3129.29
552.0,35.89111111111112,0.9466666666666644,3.7022222222222214,21314.988888888893,3152.3844444444444
552.0,35.817777777777785,0.9444444444444423,3.705555555555555,21360.134444444448,3177.423333333333
552.0,35.59666666666667,0.9455555555555534,3.711111111111111,21396.22333333334,3212.6377777777775
552.0,35.52333333333334,0.9444444444444423,3.7266666666666657,21425.896666666675,3248.1999999999994
552.0,35.48666666666668,0.9455555555555534,3.732222222222221,21448.847777777784,3280.2999999999997
552.0,35.45000000000002,0.9477777777777755,3.7433333333333323,21471.236666666675,3310.644444444444
552.0,35.52333333333335,0.9511111111111088,3.7477777777777765,21485.584444444452,3338.1388888888887
552.0,35.670000000000016,0.9566666666666644,3.7411111111111097,21493.16222222223,3363.547777777778
552.0,35.89111111111113,0.9622222222222201,3.7377777777777763,21502.28000000001,3394.4300000000003
552.0,36.075555555555574,0.9655555555555535,3.7422222222222206,21514.06111111112,3439.26
552.0,36.33333333333336,0.9699999999999981,3.7499999999999982,21524.363333333342,3479.215555555556
552.0,36.55444444444447,0.9722222222222204,3.7499999999999982,21535.644444444453,3510.012222222222
552.0,36.775555555555584,0.975555555555554,3.7366666666666646,21550.016666666674,3538.5933333333337
552.0,36.848888888888915,0.976666666666665,3.7377777777777763,21569.021111111117,3561.511111111111
552.0,37.03333333333335,0.975555555555554,3.7411111111111097,21589.810000000005,3586.178888888889
552.0,37.07000000000002,0.9722222222222207,3.749999999999999,21609.81666666667,3604.1955555555555
552.0,37.2177777777778,0.9722222222222207,3.757777777777777,21634.686666666672,3624.8855555555556
552.0,37.25444444444446,0.9744444444444428,3.7544444444444434,21662.91777777778,3641.0411111111116
552.0,37.18111111111113,0.975555555555554,3.7477777777777765,21692.860000000004,3665.4444444444443
552.0,36.996666666666684,0.976666666666665,3.749999999999999,21723.450000000004,3697.6022222222227
552.0,37.033333333333346,0.9777777777777761,3.7477777777777765,21753.13555555556,3726.8966666666674
552.0,36.88555555555557,0.9788888888888871,3.7533333333333325,21781.415555555563,3768.8711111111115
552.0,36.996666666666684,0.9811111111111094,3.752222222222221,21801.81333333334,3805.272222222222
552.0,37.10666666666668,0.9811111111111094,3.744444444444443,21817.07777777778,3835.758888888888
552.0,37.18111111111113,0.9811111111111094,3.744444444444443,21835.017777777783,3870.4277777777775
552.0,37.14444444444447,0.9799999999999982,3.744444444444443,21853.32555555556,3913.6444444444446
552.0,37.03333333333335,0.9777777777777761,3.75111111111111,21868.822222222225,3961.687777777778
552.0,37.14333333333335,0.976666666666665,3.7533333333333325,21876.203333333335,3988.485555555556
552.0,37.18111111111113,0.975555555555554,3.745555555555555,21880.982222222225,4012.156666666667
552.0,37.25444444444447,0.9744444444444428,3.745555555555555,21884.78333333334,4024.1433333333334
